position,rx phyrate,rx mcs,rx nss,noise,avg beacon rssi,diff rx bytes,diff rx packets
"-7,-12",121000,11,1,-94,-57,7497576,6066,
"-7,-11",120831,11,1,-94,-60,8352888,6758,
"-7,-10",120479,11,1,-94,-61,4604100,3725,
"-7,-9",91411,7,1,-94,-68,6430944,5204,
"-7,-8",71205,7,1,-94,-73,6142920,4970,
"-7,-7",42486,4,1,-94,-75,3221016,2606,
"-7,-6",53318,5,1,-94,-76,4359372,3527,
"-7,-5",56640,5,1,-94,-77,5255472,4252,
"-7,-4",42177,4,1,-94,-78,3560916,2881,
"-7,-3",42709,4,1,-94,-79,3605412,2917,
"-7,-2",42497,4,1,-94,-80,3521364,2849,
"-7,-1",12850,0,1,-94,-81,564888,458,
"-7,0",0,0,0,0,0,0,0,
"-7,1",0,0,0,0,0,0,0,
"-7,2",0,0,0,0,0,0,0,
"-7,3",0,0,0,0,0,0,0,
"-7,4",0,0,0,0,0,0,0,
"-7,5",0,0,0,0,0,0,0,
"-7,6",0,0,0,0,0,0,0,
"-7,7",0,0,0,0,0,0,0,
"-7,8",0,0,0,0,0,0,0,
"-7,9",0,0,0,0,0,0,0,
"-7,10",0,0,0,0,0,0,0,
"-7,11",0,0,0,0,0,0,0,
"-7,12",0,0,0,0,0,0,0,
"-7,13",0,0,0,0,0,0,0,
"-7,14",0,0,0,0,0,0,0,
"-7,15",0,0,0,0,0,0,0,
"-7,16",0,0,0,0,0,0,0,
"-7,17",0,0,0,0,0,0,0,
"-7,18",0,0,0,0,0,0,0,
"-7,19",0,0,0,0,0,0,0,
"-7,20",0,0,0,0,0,0,0,
"-7,21",0,0,0,0,0,0,0,
"-7,22",0,0,0,0,0,0,0,
"-7,23",0,0,0,0,0,0,0,
"-7,24",0,0,0,0,0,0,0,
"-7,25",0,0,0,0,0,0,0,
"-7,26",0,0,0,0,0,0,0,
"-6,-26",43253,4,1,-94,-74,3820512,3092,
"-6,-25",54204,7,1,-94,-72,2055468,1663,
"-6,-24",111527,11,1,-94,-64,6293820,5095,
"-6,-23",120032,11,1,-94,-61,5791896,4686,
"-6,-22",120386,11,1,-94,-59,5911788,4783,
"-6,-21",120110,11,1,-94,-57,7074864,5724,
"-6,-20",119875,11,1,-94,-55,7984560,6460,
"-6,-19",121096,11,1,-94,-53,2790888,2258,
"-6,-18",121295,11,1,-94,-52,2630244,2129,
"-6,-17",121232,11,1,-94,-51,1742796,1411,
"-6,-16",120246,11,1,-94,-52,5351880,4330,
"-6,-15",120217,11,1,-94,-53,5358132,4337,
"-6,-14",119628,11,1,-94,-55,7119360,5760,
"-6,-13",120221,11,1,-94,-57,9183480,7430,
"-6,-12",120906,11,1,-94,-59,3176520,2570,
"-6,-11",120338,11,1,-94,-61,7739832,6262,
"-6,-10",117732,11,1,-94,-63,4726464,3824,
"-6,-9",67225,7,1,-94,-72,4724028,3823,
"-6,-8",71378,7,1,-94,-74,5850024,4734,
"-6,-7",55461,4,1,-94,-75,4670916,3781,
"-6,-6",43153,4,1,-94,-76,3331020,2695,
"-6,-5",42948,4,1,-94,-77,4824108,3903,
"-6,-4",42091,4,1,-94,-79,4026888,3258,
"-6,-3",41987,4,1,-94,-80,3840252,3107,
"-6,-2",42421,4,1,-94,-80,3888456,3146,
"-6,-1",38084,4,1,-94,-81,2631444,2129,
"-6,0",0,0,0,0,0,0,0,
"-6,1",0,0,0,0,0,0,0,
"-6,2",0,0,0,0,0,0,0,
"-6,3",0,0,0,0,0,0,0,
"-6,4",0,0,0,0,0,0,0,
"-6,5",0,0,0,0,0,0,0,
"-6,6",0,0,0,0,0,0,0,
"-6,7",0,0,0,0,0,0,0,
"-6,8",0,0,0,0,0,0,0,
"-6,9",0,0,0,0,0,0,0,
"-6,10",0,0,0,0,0,0,0,
"-6,11",0,0,0,0,0,0,0,
"-6,12",0,0,0,0,0,0,0,
"-6,13",0,0,0,0,0,0,0,
"-6,14",0,0,0,0,0,0,0,
"-6,15",0,0,0,0,0,0,0,
"-6,16",0,0,0,0,0,0,0,
"-6,17",0,0,0,0,0,0,0,
"-6,18",0,0,0,0,0,0,0,
"-6,19",0,0,0,0,0,0,0,
"-6,20",0,0,0,0,0,0,0,
"-6,21",0,0,0,0,0,0,0,
"-6,22",0,0,0,0,0,0,0,
"-6,23",0,0,0,0,0,0,0,
"-6,24",0,0,0,0,0,0,0,
"-6,25",0,0,0,0,0,0,0,
"-6,26",0,0,0,0,0,0,0,
"-5,-26",55708,5,1,-94,-74,5416260,4385,
"-5,-25",39645,4,1,-94,-73,2271768,1838,
"-5,-24",74098,7,1,-94,-71,6481584,5244,
"-5,-23",118127,11,1,-94,-62,6933960,5610,
"-5,-22",120038,11,1,-94,-61,5790660,4685,
"-5,-21",120565,11,1,-94,-59,4036776,3266,
"-5,-20",120848,11,1,-94,-57,2611668,2113,
"-5,-19",120243,11,1,-94,-56,4303752,3482,
"-5,-18",120199,11,1,-94,-55,4364352,3532,
"-5,-17",120319,11,1,-94,-55,3952800,3200,
"-5,-16",120664,11,1,-94,-55,3649908,2953,
"-5,-15",120583,11,1,-94,-56,4178916,3381,
"-5,-14",120624,11,1,-94,-57,3773508,3053,
"-5,-13",120038,11,1,-94,-59,6867216,5556,
"-5,-12",120414,11,1,-94,-60,5166480,4180,
"-5,-11",121098,11,1,-94,-62,1443648,1168,
"-5,-10",81904,6,1,-94,-69,7212060,5835,
"-5,-9",64431,6,1,-94,-73,888756,721,
"-5,-8",0,0,0,0,0,0,0,
"-5,-7",0,0,0,0,0,0,0,
"-5,-6",0,0,0,0,0,0,0,
"-5,-5",0,0,0,0,0,0,0,
"-5,-4",0,0,0,0,0,0,0,
"-5,-3",0,0,0,0,0,0,0,
"-5,-2",7294,0,1,-94,-81,174348,143,
"-5,-1",27983,3,1,-94,-82,2703132,2187,
"-5,0",0,0,0,0,0,0,0,
"-5,1",0,0,0,0,0,0,0,
"-5,2",0,0,0,0,0,0,0,
"-5,3",0,0,0,0,0,0,0,
"-5,4",0,0,0,0,0,0,0,
"-5,5",0,0,0,0,0,0,0,
"-5,6",0,0,0,0,0,0,0,
"-5,7",0,0,0,0,0,0,0,
"-5,8",0,0,0,0,0,0,0,
"-5,9",0,0,0,0,0,0,0,
"-5,10",0,0,0,0,0,0,0,
"-5,11",0,0,0,0,0,0,0,
"-5,12",0,0,0,0,0,0,0,
"-5,13",0,0,0,0,0,0,0,
"-5,14",0,0,0,0,0,0,0,
"-5,15",0,0,0,0,0,0,0,
"-5,16",0,0,0,0,0,0,0,
"-5,17",0,0,0,0,0,0,0,
"-5,18",0,0,0,0,0,0,0,
"-5,19",0,0,0,0,0,0,0,
"-5,20",0,0,0,0,0,0,0,
"-5,21",0,0,0,0,0,0,0,
"-5,22",0,0,0,0,0,0,0,
"-5,23",0,0,0,0,0,0,0,
"-5,24",0,0,0,0,0,0,0,
"-5,25",0,0,0,0,0,0,0,
"-5,26",0,0,0,0,0,0,0,
"-4,-26",56135,5,1,-94,-75,4104756,3321,
"-4,-25",42735,4,1,-94,-74,2584476,2091,
"-4,-24",41539,4,1,-94,-73,3249444,2629,
"-4,-23",75607,5,1,-94,-69,4028124,3259,
"-4,-22",120316,11,1,-94,-62,1914564,1549,
"-4,-21",119898,11,1,-94,-61,4883436,3951,
"-4,-20",120306,11,1,-94,-60,7712676,6241,
"-4,-19",120788,11,1,-94,-59,3822948,3093,
"-4,-18",121062,11,1,-94,-58,2255736,1826,
"-4,-17",120903,11,1,-94,-58,6814068,5513,
"-4,-16",119812,11,1,-94,-58,5380308,4353,
"-4,-15",120053,11,1,-94,-58,4705452,3807,
"-4,-14",120352,11,1,-94,-59,3983628,3223,
"-4,-13",120623,11,1,-94,-60,3224724,2609,
"-4,-12",119343,11,1,-94,-62,5339520,4320,
"-4,-11",104323,11,1,-94,-66,5281428,4273,
"-4,-10",71840,7,1,-94,-73,7153968,5788,
"-4,-9",71650,7,1,-94,-74,6303672,5102,
"-4,-8",45324,4,1,-94,-75,2625264,2124,
"-4,-7",43017,4,1,-94,-76,3853848,3118,
"-4,-6",42860,4,1,-94,-77,3659796,2961,
"-4,-5",43306,4,1,-94,-78,4523760,3660,
"-4,-4",41252,4,1,-94,-79,3515184,2844,
"-4,-3",40431,4,1,-94,-80,2965200,2400,
"-4,-2",20351,1,1,-94,-81,1637700,1325,
"-4,-1",11237,0,1,-94,-82,530280,430,
"-4,0",0,0,0,0,0,0,0,
"-4,1",0,0,0,0,0,0,0,
"-4,2",0,0,0,0,0,0,0,
"-4,3",0,0,0,0,0,0,0,
"-4,4",0,0,0,0,0,0,0,
"-4,5",0,0,0,0,0,0,0,
"-4,6",0,0,0,0,0,0,0,
"-4,7",0,0,0,0,0,0,0,
"-4,8",0,0,0,0,0,0,0,
"-4,9",0,0,0,0,0,0,0,
"-4,10",0,0,0,0,0,0,0,
"-4,11",0,0,0,0,0,0,0,
"-4,12",0,0,0,0,0,0,0,
"-4,13",0,0,0,0,0,0,0,
"-4,14",0,0,0,0,0,0,0,
"-4,15",0,0,0,0,0,0,0,
"-4,16",0,0,0,0,0,0,0,
"-4,17",0,0,0,0,0,0,0,
"-4,18",0,0,0,0,0,0,0,
"-4,19",0,0,0,0,0,0,0,
"-4,20",0,0,0,0,0,0,0,
"-4,21",0,0,0,0,0,0,0,
"-4,22",0,0,0,0,0,0,0,
"-4,23",0,0,0,0,0,0,0,
"-4,24",0,0,0,0,0,0,0,
"-4,25",0,0,0,0,0,0,0,
"-4,26",0,0,0,0,0,0,0,
"-3,-26",50834,5,1,-94,-76,3070260,2485,
"-3,-25",57003,5,1,-94,-75,4872312,3942,
"-3,-24",56803,5,1,-94,-74,6157752,4982,
"-3,-23",63117,6,1,-94,-73,5291316,4281,
"-3,-22",71495,6,1,-94,-71,5795604,4689,
"-3,-21",114644,11,1,-94,-63,7601400,6150,
"-3,-20",120339,11,1,-94,-62,4390272,3552,
"-3,-19",120757,11,1,-94,-61,2891004,2339,
"-3,-18",120996,11,1,-94,-60,2625300,2125,
"-3,-17",120789,11,1,-94,-60,8471544,6854,
"-3,-16",120767,11,1,-94,-60,7305996,5911,
"-3,-15",120323,11,1,-94,-61,7675560,6210,
"-3,-14",120368,11,1,-94,-61,3396528,2748,
"-3,-13",117501,11,1,-94,-63,5786952,4682,
"-3,-12",86343,6,1,-94,-68,6560688,5308,
"-3,-11",64063,6,1,-94,-73,8292324,6709,
"-3,-10",54868,6,1,-94,-74,1863888,1508,
"-3,-9",38708,5,1,-94,-75,881340,715,
"-3,-8",56229,5,1,-94,-76,4549716,3681,
"-3,-7",54334,5,1,-94,-77,2641332,2137,
"-3,-6",9547,0,1,-94,-78,533952,432,
"-3,-5",26535,3,1,-94,-79,2905872,2352,
"-3,-4",31385,3,1,-94,-80,2683356,2171,
"-3,-3",28444,3,1,-94,-81,2219892,1797,
"-3,-2",30279,3,1,-94,-81,2512788,2033,
"-3,-1",0,0,0,0,0,0,0,
"-3,0",0,0,0,0,0,0,0,
"-3,1",0,0,0,0,0,0,0,
"-3,2",0,0,0,0,0,0,0,
"-3,3",0,0,0,0,0,0,0,
"-3,4",0,0,0,0,0,0,0,
"-3,5",0,0,0,0,0,0,0,
"-3,6",0,0,0,0,0,0,0,
"-3,7",0,0,0,0,0,0,0,
"-3,8",0,0,0,0,0,0,0,
"-3,9",0,0,0,0,0,0,0,
"-3,10",0,0,0,0,0,0,0,
"-3,11",0,0,0,0,0,0,0,
"-3,12",0,0,0,0,0,0,0,
"-3,13",0,0,0,0,0,0,0,
"-3,14",0,0,0,0,0,0,0,
"-3,15",0,0,0,0,0,0,0,
"-3,16",0,0,0,0,0,0,0,
"-3,17",0,0,0,0,0,0,0,
"-3,18",0,0,0,0,0,0,0,
"-3,19",0,0,0,0,0,0,0,
"-3,20",0,0,0,0,0,0,0,
"-3,21",0,0,0,0,0,0,0,
"-3,22",0,0,0,0,0,0,0,
"-3,23",0,0,0,0,0,0,0,
"-3,24",0,0,0,0,0,0,0,
"-3,25",0,0,0,0,0,0,0,
"-3,26",0,0,0,0,0,0,0,
"-2,-26",38554,3,1,-94,-77,3327312,2692,
"-2,-25",56111,5,1,-94,-76,4073856,3296,
"-2,-24",59452,5,1,-94,-75,6371580,5155,
"-2,-23",57913,5,1,-94,-74,5747400,4650,
"-2,-22",57329,5,1,-94,-73,4436004,3589,
"-2,-21",60553,5,1,-94,-72,4859952,3932,
"-2,-20",97612,11,1,-94,-66,1729164,1399,
"-2,-19",115703,11,1,-94,-63,4176444,3379,
"-2,-18",118768,11,1,-94,-63,4115916,3331,
"-2,-17",119181,11,1,-94,-62,4688148,3793,
"-2,-16",117653,11,1,-94,-63,6811596,5511,
"-2,-15",116033,11,1,-94,-63,4833996,3911,
"-2,-14",93687,7,1,-94,-68,8014260,6485,
"-2,-13",72353,7,1,-94,-72,5360532,4337,
"-2,-12",34904,4,1,-94,-73,2810664,2274,
"-2,-11",45219,6,1,-94,-74,2965164,2399,
"-2,-10",21238,2,1,-94,-75,943068,763,
"-2,-9",12914,1,1,-94,-76,1082772,877,
"-2,-8",20296,2,1,-94,-77,1684668,1363,
"-2,-7",41305,4,1,-94,-78,3871152,3132,
"-2,-6",42336,4,1,-94,-79,3874860,3135,
"-2,-5",42665,4,1,-94,-79,3905868,3163,
"-2,-4",42755,4,1,-94,-80,4721520,3820,
"-2,-3",42817,4,1,-94,-81,4159140,3365,
"-2,-2",34853,4,1,-94,-82,1360836,1101,
"-2,-1",0,0,0,0,0,0,0,
"-2,0",0,0,0,0,0,0,0,
"-2,1",0,0,0,0,0,0,0,
"-2,2",0,0,0,0,0,0,0,
"-2,3",0,0,0,0,0,0,0,
"-2,4",0,0,0,0,0,0,0,
"-2,5",0,0,0,0,0,0,0,
"-2,6",0,0,0,0,0,0,0,
"-2,7",0,0,0,0,0,0,0,
"-2,8",0,0,0,0,0,0,0,
"-2,9",0,0,0,0,0,0,0,
"-2,10",0,0,0,0,0,0,0,
"-2,11",0,0,0,0,0,0,0,
"-2,12",0,0,0,0,0,0,0,
"-2,13",0,0,0,0,0,0,0,
"-2,14",0,0,0,0,0,0,0,
"-2,15",0,0,0,0,0,0,0,
"-2,16",0,0,0,0,0,0,0,
"-2,17",0,0,0,0,0,0,0,
"-2,18",0,0,0,0,0,0,0,
"-2,19",0,0,0,0,0,0,0,
"-2,20",0,0,0,0,0,0,0,
"-2,21",0,0,0,0,0,0,0,
"-2,22",0,0,0,0,0,0,0,
"-2,23",0,0,0,0,0,0,0,
"-2,24",0,0,0,0,0,0,0,
"-2,25",0,0,0,0,0,0,0,
"-2,26",0,0,0,0,0,0,0,
"-1,-26",31315,4,1,-94,-78,1778604,1439,
"-1,-25",42615,4,1,-94,-77,3090000,2500,
"-1,-24",43197,4,1,-94,-76,4662264,3774,
"-1,-23",41860,4,1,-94,-75,3391584,2744,
"-1,-22",61594,6,1,-94,-74,6387648,5168,
"-1,-21",64291,6,1,-94,-74,6439560,5210,
"-1,-20",64464,6,1,-94,-73,4826580,3905,
"-1,-19",64769,6,1,-94,-73,4573200,3700,
"-1,-18",63553,6,1,-94,-72,3755004,3039,
"-1,-17",63095,6,1,-94,-72,5985984,4844,
"-1,-16",60582,6,1,-94,-72,4185132,3387,
"-1,-15",63866,6,1,-94,-73,5397612,4367,
"-1,-14",64414,6,1,-94,-73,4343304,3514,
"-1,-13",57430,6,1,-94,-74,3200004,2589,
"-1,-12",42734,4,1,-94,-74,3207420,2595,
"-1,-11",42695,4,1,-94,-75,3261804,2639,
"-1,-10",57461,5,1,-94,-76,5151648,4168,
"-1,-9",55824,5,1,-94,-77,3762420,3045,
"-1,-8",34125,3,1,-94,-78,2020860,1635,
"-1,-7",28150,3,1,-94,-78,3300156,2671,
"-1,-6",12229,0,1,-94,-79,871380,705,
"-1,-5",28137,3,1,-94,-80,2553576,2066,
"-1,-4",28123,3,1,-94,-81,1876248,1518,
"-1,-3",29473,3,1,-94,-82,2227272,1802,
"-1,-2",0,0,0,0,0,0,0,
"-1,-1",0,0,0,0,0,0,0,
"-1,0",0,0,0,0,0,0,0,
"-1,1",0,0,0,0,0,0,0,
"-1,2",0,0,0,0,0,0,0,
"-1,3",0,0,0,0,0,0,0,
"-1,4",0,0,0,0,0,0,0,
"-1,5",0,0,0,0,0,0,0,
"-1,6",0,0,0,0,0,0,0,
"-1,7",0,0,0,0,0,0,0,
"-1,8",0,0,0,0,0,0,0,
"-1,9",0,0,0,0,0,0,0,
"-1,10",0,0,0,0,0,0,0,
"-1,11",0,0,0,0,0,0,0,
"-1,12",0,0,0,0,0,0,0,
"-1,13",0,0,0,0,0,0,0,
"-1,14",0,0,0,0,0,0,0,
"-1,15",0,0,0,0,0,0,0,
"-1,16",0,0,0,0,0,0,0,
"-1,17",0,0,0,0,0,0,0,
"-1,18",0,0,0,0,0,0,0,
"-1,19",0,0,0,0,0,0,0,
"-1,20",0,0,0,0,0,0,0,
"-1,21",0,0,0,0,0,0,0,
"-1,22",0,0,0,0,0,0,0,
"-1,23",0,0,0,0,0,0,0,
"-1,24",0,0,0,0,0,0,0,
"-1,25",0,0,0,0,0,0,0,
"-1,26",0,0,0,0,0,0,0,
"0,-26",39295,4,1,-94,-78,3502824,2834,
"0,-25",43809,4,1,-94,-78,2050524,1659,
"0,-24",56492,5,1,-94,-77,5154120,4170,
"0,-23",7496,0,1,-94,-76,442488,358,
"0,-22",60651,6,1,-94,-76,5706612,4617,
"0,-21",64719,6,1,-94,-75,5925384,4794,
"0,-20",63947,6,1,-94,-75,4777140,3865,
"0,-19",64097,6,1,-94,-74,7980852,6457,
"0,-18",64910,6,1,-94,-74,6877140,5565,
"0,-17",64801,6,1,-94,-74,6426000,5200,
"0,-16",64014,6,1,-94,-74,4674552,3782,
"0,-15",51743,6,1,-94,-74,3302592,2672,
"0,-14",43321,4,1,-94,-75,4146780,3355,
"0,-13",44692,4,1,-94,-75,5332104,4314,
"0,-12",52081,6,1,-94,-76,3390348,2743,
"0,-11",22160,2,1,-94,-76,1258248,1018,
"0,-10",15413,1,1,-94,-77,1522788,1233,
"0,-9",28014,3,1,-94,-78,2851560,2310,
"0,-8",34966,3,1,-94,-78,4489152,3632,
"0,-7",42466,4,1,-94,-79,4522524,3659,
"0,-6",35376,3,1,-94,-80,3017076,2441,
"0,-5",28121,3,1,-94,-81,3122136,2526,
"0,-4",25078,3,1,-94,-81,2883588,2333,
"0,-3",0,0,0,0,0,0,0,
"0,-2",0,0,0,0,0,0,0,
"0,-1",0,0,0,0,0,0,0,
"0,0",0,0,0,0,0,0,0,
"0,1",0,0,0,0,0,0,0,
"0,2",0,0,0,0,0,0,0,
"0,3",0,0,0,0,0,0,0,
"0,4",0,0,0,0,0,0,0,
"0,5",0,0,0,0,0,0,0,
"0,6",0,0,0,0,0,0,0,
"0,7",0,0,0,0,0,0,0,
"0,8",0,0,0,0,0,0,0,
"0,9",0,0,0,0,0,0,0,
"0,10",0,0,0,0,0,0,0,
"0,11",0,0,0,0,0,0,0,
"0,12",0,0,0,0,0,0,0,
"0,13",0,0,0,0,0,0,0,
"0,14",0,0,0,0,0,0,0,
"0,15",0,0,0,0,0,0,0,
"0,16",0,0,0,0,0,0,0,
"0,17",0,0,0,0,0,0,0,
"0,18",0,0,0,0,0,0,0,
"0,19",0,0,0,0,0,0,0,
"0,20",0,0,0,0,0,0,0,
"0,21",0,0,0,0,0,0,0,
"0,22",0,0,0,0,0,0,0,
"0,23",0,0,0,0,0,0,0,
"0,24",0,0,0,0,0,0,0,
"0,25",0,0,0,0,0,0,0,
"0,26",0,0,0,0,0,0,0,
"1,-26",7312,0,1,-94,-79,723060,585,
"1,-25",7312,0,1,-94,-79,652608,528,
"1,-24",22115,3,1,-94,-78,1724220,1395,
"1,-23",45038,5,1,-94,-77,3186408,2578,
"1,-22",56242,5,1,-94,-77,4167792,3372,
"1,-21",56593,5,1,-94,-76,4356900,3525,
"1,-20",57739,5,1,-94,-76,6220860,5035,
"1,-19",57227,5,1,-94,-76,5040408,4078,
"1,-18",55837,5,1,-94,-75,4726500,3825,
"1,-17",42278,4,1,-94,-75,3820476,3091,
"1,-16",42609,4,1,-94,-75,5313564,4299,
"1,-15",43605,4,1,-94,-76,5418624,4384,
"1,-14",42774,4,1,-94,-76,2815608,2278,
"1,-13",41462,4,1,-94,-76,3202476,2591,
"1,-12",51790,5,1,-94,-77,4764780,3855,
"1,-11",51546,5,1,-94,-77,2384280,1930,
"1,-10",33383,3,1,-94,-78,3369372,2727,
"1,-9",35438,4,1,-94,-79,3055428,2473,
"1,-8",42048,4,1,-94,-79,3413832,2762,
"1,-7",42046,4,1,-94,-80,4170264,3374,
"1,-6",42606,4,1,-94,-81,4018236,3251,
"1,-5",42119,4,1,-94,-81,3951492,3197,
"1,-4",26990,3,1,-94,-82,2635152,2132,
"1,-3",0,0,0,0,0,0,0,
"1,-2",0,0,0,0,0,0,0,
"1,-1",0,0,0,0,0,0,0,
"1,0",0,0,0,0,0,0,0,
"1,1",0,0,0,0,0,0,0,
"1,2",0,0,0,0,0,0,0,
"1,3",0,0,0,0,0,0,0,
"1,4",0,0,0,0,0,0,0,
"1,5",0,0,0,0,0,0,0,
"1,6",0,0,0,0,0,0,0,
"1,7",0,0,0,0,0,0,0,
"1,8",0,0,0,0,0,0,0,
"1,9",0,0,0,0,0,0,0,
"1,10",0,0,0,0,0,0,0,
"1,11",0,0,0,0,0,0,0,
"1,12",0,0,0,0,0,0,0,
"1,13",0,0,0,0,0,0,0,
"1,14",0,0,0,0,0,0,0,
"1,15",0,0,0,0,0,0,0,
"1,16",0,0,0,0,0,0,0,
"1,17",0,0,0,0,0,0,0,
"1,18",0,0,0,0,0,0,0,
"1,19",0,0,0,0,0,0,0,
"1,20",0,0,0,0,0,0,0,
"1,21",0,0,0,0,0,0,0,
"1,22",0,0,0,0,0,0,0,
"1,23",0,0,0,0,0,0,0,
"1,24",0,0,0,0,0,0,0,
"1,25",0,0,0,0,0,0,0,
"1,26",0,0,0,0,0,0,0,
"2,-26",38102,4,1,-94,-80,1784784,1444,
"2,-25",18491,3,1,-94,-79,839244,679,
"2,-24",42287,4,1,-94,-79,3244500,2625,
"2,-23",42573,4,1,-94,-78,3978684,3219,
"2,-22",42687,4,1,-94,-78,4015800,3250,
"2,-21",42394,4,1,-94,-77,4271688,3458,
"2,-20",42474,4,1,-94,-77,4840176,3916,
"2,-19",42504,4,1,-94,-77,3856320,3120,
"2,-18",42604,4,1,-94,-77,4195020,3395,
"2,-17",43319,4,1,-94,-77,4113408,3328,
"2,-16",42123,4,1,-94,-77,2769876,2241,
"2,-15",42746,4,1,-94,-77,3842724,3109,
"2,-14",40559,4,1,-94,-77,3164160,2560,
"2,-13",25663,2,1,-94,-77,1769952,1432,
"2,-12",24668,3,1,-94,-78,2012208,1628,
"2,-11",28083,3,1,-94,-78,2369412,1917,
"2,-10",28354,3,1,-94,-79,2582004,2089,
"2,-9",25615,3,1,-94,-79,2480688,2008,
"2,-8",28466,3,1,-94,-80,2903364,2349,
"2,-7",28698,3,1,-94,-81,2211204,1789,
"2,-6",22240,2,1,-94,-81,2682120,2170,
"2,-5",15447,1,1,-94,-82,1121052,907,
"2,-4",0,0,0,0,0,0,0,
"2,-3",0,0,0,0,0,0,0,
"2,-2",0,0,0,0,0,0,0,
"2,-1",0,0,0,0,0,0,0,
"2,0",0,0,0,0,0,0,0,
"2,1",0,0,0,0,0,0,0,
"2,2",0,0,0,0,0,0,0,
"2,3",0,0,0,0,0,0,0,
"2,4",0,0,0,0,0,0,0,
"2,5",0,0,0,0,0,0,0,
"2,6",0,0,0,0,0,0,0,
"2,7",0,0,0,0,0,0,0,
"2,8",0,0,0,0,0,0,0,
"2,9",0,0,0,0,0,0,0,
"2,10",0,0,0,0,0,0,0,
"2,11",0,0,0,0,0,0,0,
"2,12",0,0,0,0,0,0,0,
"2,13",0,0,0,0,0,0,0,
"2,14",0,0,0,0,0,0,0,
"2,15",0,0,0,0,0,0,0,
"2,16",0,0,0,0,0,0,0,
"2,17",0,0,0,0,0,0,0,
"2,18",0,0,0,0,0,0,0,
"2,19",0,0,0,0,0,0,0,
"2,20",0,0,0,0,0,0,0,
"2,21",0,0,0,0,0,0,0,
"2,22",0,0,0,0,0,0,0,
"2,23",0,0,0,0,0,0,0,
"2,24",0,0,0,0,0,0,0,
"2,25",0,0,0,0,0,0,0,
"2,26",0,0,0,0,0,0,0,
"3,-26",28980,3,1,-94,-81,2277984,1844,
"3,-25",27807,3,1,-94,-80,2273040,1840,
"3,-24",28309,3,1,-94,-80,2421324,1959,
"3,-23",34533,3,1,-94,-79,3428700,2775,
"3,-22",39384,4,1,-94,-79,3984864,3224,
"3,-21",37676,4,1,-94,-79,3133260,2535,
"3,-20",21241,1,1,-94,-78,2233452,1807,
"3,-19",35888,4,1,-94,-78,2748864,2224,
"3,-18",42884,4,1,-94,-78,4889652,3957,
"3,-17",43201,4,1,-94,-78,4025652,3257,
"3,-16",42411,4,1,-94,-78,3069024,2484,
"3,-15",42008,4,1,-94,-78,2396604,1939,
"3,-14",42556,4,1,-94,-78,4177716,3381,
"3,-13",43218,4,1,-94,-79,4950180,4005,
"3,-12",41908,4,1,-94,-79,4080036,3301,
"3,-11",42822,4,1,-94,-79,5280192,4272,
"3,-10",43002,4,1,-94,-80,4782084,3869,
"3,-9",22858,3,1,-94,-80,1568520,1270,
"3,-8",27819,3,1,-94,-81,1705680,1380,
"3,-7",23745,0,1,-94,-81,1185324,959,
"3,-6",19608,1,1,-94,-82,973968,788,
"3,-5",0,0,0,0,0,0,0,
"3,-4",0,0,0,0,0,0,0,
"3,-3",0,0,0,0,0,0,0,
"3,-2",0,0,0,0,0,0,0,
"3,-1",0,0,0,0,0,0,0,
"3,0",0,0,0,0,0,0,0,
"3,1",0,0,0,0,0,0,0,
"3,2",0,0,0,0,0,0,0,
"3,3",0,0,0,0,0,0,0,
"3,4",0,0,0,0,0,0,0,
"3,5",0,0,0,0,0,0,0,
"3,6",0,0,0,0,0,0,0,
"3,7",0,0,0,0,0,0,0,
"3,8",0,0,0,0,0,0,0,
"3,9",0,0,0,0,0,0,0,
"3,10",0,0,0,0,0,0,0,
"3,11",0,0,0,0,0,0,0,
"3,12",0,0,0,0,0,0,0,
"3,13",0,0,0,0,0,0,0,
"3,14",0,0,0,0,0,0,0,
"3,15",0,0,0,0,0,0,0,
"3,16",0,0,0,0,0,0,0,
"3,17",0,0,0,0,0,0,0,
"3,18",0,0,0,0,0,0,0,
"3,19",0,0,0,0,0,0,0,
"3,20",0,0,0,0,0,0,0,
"3,21",0,0,0,0,0,0,0,
"3,22",0,0,0,0,0,0,0,
"3,23",0,0,0,0,0,0,0,
"3,24",0,0,0,0,0,0,0,
"3,25",0,0,0,0,0,0,0,
"3,26",0,0,0,0,0,0,0,
"4,-26",19856,2,1,-94,-82,1584588,1283,
"4,-25",28069,3,1,-94,-81,2273004,1839,
"4,-24",28176,3,1,-94,-81,2810664,2274,
"4,-23",28114,3,1,-94,-80,3159216,2556,
"4,-22",28217,3,1,-94,-80,1731636,1401,
"4,-21",27262,3,1,-94,-80,2582004,2089,
"4,-20",32624,3,1,-94,-79,3072696,2486,
"4,-19",43148,4,1,-94,-79,3358212,2717,
"4,-18",42193,4,1,-94,-79,4111044,3329,
"4,-17",42347,4,1,-94,-79,5490312,4442,
"4,-16",43144,4,1,-94,-79,3709236,3001,
"4,-15",42385,4,1,-94,-79,3602940,2915,
"4,-14",42518,4,1,-94,-79,4537356,3671,
"4,-13",41262,4,1,-94,-80,3819240,3090,
"4,-12",42663,4,1,-94,-80,3468216,2806,
"4,-11",25962,3,1,-94,-80,2622792,2122,
"4,-10",24952,3,1,-94,-81,1268136,1026,
"4,-9",18790,0,1,-94,-81,1158168,938,
