position,per,tx phyrate,tx mcs,tx nss,chload,chload self,total_latency_50_percent,total_latency_95_percent,total_latency_99_percent,txtime_latency_50_percent,txtime_latency_95_percent,txtime_latency_99_percent,uldelay <100ms,uldelay 100-500ms,uldelay 500-900ms,uldelay 900-1300ms,uldelay 1300-1700ms,uldelay 1700-2100ms,uldelay >2100ms,txtime <1ms,txtime 1-5ms,txtime 5-9ms,txtime 9-13ms,txtime 13-17ms,txtime 17-21ms,txtime >21ms,diff tx bytes,diff tx packets,diff tx ppdu cnt,diff tx ppdu retry cnt
"-25,-19",46,74781,8,1,1034,2,12,371,501,0,4,8,0.811111,0.172222,0.016667,0.000000,0.000000,0.000000,0.000000,0.772152,0.198312,0.025316,0.004219,0.000000,0.000000,0.000000,27063,177,334,154
"-25,-18",39,75363,8,1,1044,2,22,551,762,0,4,8,0.688172,0.193548,0.112903,0.005376,0.000000,0.000000,0.000000,0.766990,0.208738,0.024272,0.000000,0.000000,0.000000,0.000000,25192,164,288,114
"-25,-17",45,75968,8,1,1044,2,17,374,524,0,4,6,0.812155,0.165746,0.022099,0.000000,0.000000,0.000000,0.000000,0.788000,0.192000,0.020000,0.000000,0.000000,0.000000,0.000000,26958,177,331,150
"-25,-16",49,76558,8,1,1036,2,17,331,516,0,4,8,0.788889,0.194444,0.016667,0.000000,0.000000,0.000000,0.000000,0.790323,0.173387,0.028226,0.008065,0.000000,0.000000,0.000000,26960,177,354,174
"-25,-15",42,77004,8,1,1039,2,15,326,532,0,4,6,0.848958,0.114583,0.026042,0.010417,0.000000,0.000000,0.000000,0.768116,0.199275,0.032609,0.000000,0.000000,0.000000,0.000000,28283,185,320,135
"-25,-14",36,77407,8,1,1035,2,10,248,404,0,4,7,0.905556,0.094444,0.000000,0.000000,0.000000,0.000000,0.000000,0.795745,0.187234,0.008511,0.008511,0.000000,0.000000,0.000000,27495,180,284,104
"-25,-13",44,77240,7,1,1035,2,11,394,522,0,4,6,0.833333,0.133333,0.033333,0.000000,0.000000,0.000000,0.000000,0.810127,0.177215,0.008439,0.004219,0.000000,0.000000,0.000000,26600,174,323,145
"-25,-12",40,77081,7,1,1038,2,10,114,234,0,4,5,0.939560,0.060440,0.000000,0.000000,0.000000,0.000000,0.000000,0.825279,0.159851,0.014870,0.000000,0.000000,0.000000,0.000000,27777,182,305,125
"-25,-11",47,76927,7,1,1043,2,17,176,380,0,4,5,0.888889,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.748175,0.237226,0.010949,0.003650,0.000000,0.000000,0.000000,27495,180,346,166
"-25,-10",46,76795,7,1,1045,2,21,542,920,0,4,7,0.722513,0.162304,0.099476,0.015707,0.000000,0.000000,0.000000,0.760181,0.190045,0.049774,0.000000,0.000000,0.000000,0.000000,25819,169,326,153
"-25,-9",41,76682,7,1,1041,2,19,537,593,0,4,8,0.701571,0.162304,0.136126,0.000000,0.000000,0.000000,0.000000,0.774194,0.188940,0.032258,0.004608,0.000000,0.000000,0.000000,25177,165,300,126
"-25,-8",0,76682,0,0,979,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,-7",0,76682,0,0,967,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,-6",0,76682,0,0,980,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,-5",0,76682,0,0,978,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,-4",0,76682,0,0,964,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,-3",0,76682,0,0,979,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,-2",0,76682,0,0,973,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,-1",0,76682,0,0,983,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,0",0,76682,0,0,970,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,1",0,76682,0,0,973,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,2",0,76682,0,0,969,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,3",0,76682,0,0,975,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,4",0,76682,0,0,976,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,5",0,76682,0,0,973,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,6",0,76682,0,0,972,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,7",0,76682,0,0,983,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,8",0,76682,0,0,984,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,9",0,76682,0,0,77,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,10",0,76682,0,0,76,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,11",0,76682,0,0,83,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,12",0,76682,0,0,69,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,13",0,76682,0,0,82,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,14",0,76682,0,0,82,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,15",0,76682,0,0,75,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,16",0,76682,0,0,10,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,17",0,76682,0,0,8,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,18",0,76682,0,0,10,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,19",0,76682,0,0,10,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,20",0,76682,0,0,9,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,21",0,76682,0,0,4,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,22",0,76682,0,0,5,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,23",0,76682,0,0,4,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,24",0,76682,0,0,4,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,25",0,76682,0,0,4,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-25,26",0,76682,0,0,4,4,99999,99999,99999,99999,99999,99999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0
"-24,-26",33,76588,7,1,1043,2,18,553,973,0,4,6,0.666667,0.155914,0.155914,0.021505,0.000000,0.000000,0.000000,0.816216,0.151351,0.027027,0.005405,0.000000,0.000000,0.000000,23212,153,247,83
"-24,-25",39,76482,7,1,1039,2,11,364,608,0,4,7,0.816667,0.155556,0.027778,0.000000,0.000000,0.000000,0.000000,0.826271,0.135593,0.038136,0.000000,0.000000,0.000000,0.000000,26758,175,297,117
"-24,-24",38,76384,7,1,1041,2,15,433,551,0,4,5,0.794444,0.166667,0.038889,0.000000,0.000000,0.000000,0.000000,0.769912,0.203540,0.026549,0.000000,0.000000,0.000000,0.000000,26385,173,286,111
"-24,-23",48,76750,8,1,1041,2,18,588,742,0,4,6,0.710526,0.173684,0.115789,0.000000,0.000000,0.000000,0.000000,0.750000,0.218750,0.026786,0.004464,0.000000,0.000000,0.000000,25465,168,355,171
"-24,-22",44,77072,8,1,1037,2,12,194,493,0,4,8,0.894444,0.094444,0.011111,0.000000,0.000000,0.000000,0.000000,0.779116,0.172691,0.044177,0.004016,0.000000,0.000000,0.000000,27175,178,326,146
"-24,-21",45,77371,8,1,1030,2,21,531,790,0,4,7,0.708791,0.181319,0.109890,0.000000,0.000000,0.000000,0.000000,0.799087,0.173516,0.027397,0.000000,0.000000,0.000000,0.000000,25000,162,311,142
"-24,-20",39,77641,8,1,1042,2,13,389,533,0,4,5,0.828729,0.138122,0.033149,0.000000,0.000000,0.000000,0.000000,0.777311,0.205882,0.016807,0.000000,0.000000,0.000000,0.000000,26633,175,291,115
"-24,-19",49,78082,9,1,1039,2,47,534,703,0,4,6,0.589474,0.257895,0.147368,0.005263,0.000000,0.000000,0.000000,0.770053,0.197861,0.026738,0.005348,0.000000,0.000000,0.000000,24785,161,334,164
"-24,-18",42,78588,9,1,1044,2,11,286,525,0,4,7,0.877005,0.101604,0.021390,0.000000,0.000000,0.000000,0.000000,0.808824,0.154412,0.029412,0.007353,0.000000,0.000000,0.000000,27843,183,317,134
"-24,-17",44,79080,9,1,1043,2,15,243,388,0,4,8,0.866667,0.133333,0.000000,0.000000,0.000000,0.000000,0.000000,0.761364,0.200758,0.034091,0.003788,0.000000,0.000000,0.000000,27495,180,324,144
"-24,-16",49,79590,9,1,1042,2,13,233,519,0,4,6,0.861111,0.122222,0.016667,0.000000,0.000000,0.000000,0.000000,0.807087,0.169291,0.019685,0.003937,0.000000,0.000000,0.000000,27038,177,354,174
