position,rx phyrate,rx mcs,rx nss,noise,avg beacon rssi,diff rx bytes,diff rx packets,
"2,17",65000,7,1,-94,-74,0,0,
"2,18",65000,7,1,-94,-74,0,0,
"2,19",65000,7,1,-94,-74,0,0,
"2,20",65000,7,1,-94,-74,0,0,
"2,21",65000,7,1,-94,-74,0,0,
"2,22",65000,7,1,-94,-74,0,0,
"2,23",65000,7,1,-94,-74,0,0,
"2,24",65000,7,1,-94,-75,0,0,
"2,25",65000,7,1,-94,-75,0,0,
"2,26",65000,7,1,-94,-75,0,0,
"2,27",65000,7,1,-94,-75,0,0,
"2,28",65000,7,1,-94,-75,0,0,
"2,29",65000,7,1,-94,-75,0,0,
"2,30",65000,7,1,-94,-76,0,0,
"2,31",65000,7,1,-94,-76,0,0,
"2,32",65000,7,1,-94,-76,0,0,
"2,33",65000,7,1,-94,-76,0,0,
"2,34",65000,7,1,-94,-76,0,0,
"2,35",0,0,0,0,0,0,0,
"2,36",0,0,0,0,0,0,0,
"2,37",65000,7,1,-94,-77,0,0,
"2,38",0,0,0,0,0,0,0,
"2,39",0,0,0,0,0,0,0,
"2,40",0,0,0,0,0,0,0,
"2,41",0,0,0,0,0,0,0,
"2,42",0,0,0,0,0,0,0,
"2,43",0,0,0,0,0,0,0,
"2,44",0,0,0,0,0,0,0,
"2,45",0,0,0,0,0,0,0,
"2,46",0,0,0,0,0,0,0,
"2,47",0,0,0,0,0,0,0,
"2,48",0,0,0,0,0,0,0,
"2,49",0,0,0,0,0,0,0,
"2,50",0,0,0,0,0,0,0,
"2,51",0,0,0,0,0,0,0,
"2,52",0,0,0,0,0,0,0,
"2,53",0,0,0,0,0,0,0,
"2,54",0,0,0,0,0,0,0,
"2,55",0,0,0,0,0,0,0,
"2,56",0,0,0,0,0,0,0,
"2,57",0,0,0,0,0,0,0,
"2,58",0,0,0,0,0,0,0,
"2,59",0,0,0,0,0,0,0,
"2,60",0,0,0,0,0,0,0,
"2,61",0,0,0,0,0,0,0,
"2,62",0,0,0,0,0,0,0,
"2,63",0,0,0,0,0,0,0,
"2,64",0,0,0,0,0,0,0,
"2,65",0,0,0,0,0,0,0,
"2,66",0,0,0,0,0,0,0,
"2,67",0,0,0,0,0,0,0,
"2,68",0,0,0,0,0,0,0,
"2,69",0,0,0,0,0,0,0,
"2,70",0,0,0,0,0,0,0,
"2,71",0,0,0,0,0,0,0,
"2,72",0,0,0,0,0,0,0,
"2,73",0,0,0,0,0,0,0,
"2,74",0,0,0,0,0,0,0,
"3,1",65000,7,1,-94,-76,0,0,
"3,2",65000,7,1,-94,-76,0,0,
"3,3",65000,7,1,-94,-75,0,0,
"3,4",65000,7,1,-94,-75,0,0,
"3,5",65000,7,1,-94,-75,0,0,
"3,6",65000,7,1,-94,-75,0,0,
"3,7",65000,7,1,-94,-75,0,0,
"3,8",65000,7,1,-94,-74,0,0,
"3,9",65000,7,1,-94,-74,0,0,
"3,10",65000,7,1,-94,-74,0,0,
"3,11",65000,7,1,-94,-74,0,0,
"3,12",64341,7,1,-94,-74,1065468,863,
"3,13",64257,7,1,-94,-74,1202628,973,
"3,14",64016,7,1,-94,-74,1509192,1222,
"3,15",64265,7,1,-94,-74,1193976,966,
"3,16",64215,7,1,-94,-74,1269372,1027,
"3,17",64213,7,1,-94,-74,1280496,1036,
"3,18",64221,7,1,-94,-74,1270608,1028,
"3,19",64173,7,1,-94,-74,1336116,1081,
"3,20",64178,7,1,-94,-74,1323756,1071,
"3,21",65000,7,1,-94,-74,0,0,
"3,22",65000,7,1,-94,-74,0,0,
"3,23",65000,7,1,-94,-74,0,0,
"3,24",65000,7,1,-94,-74,0,0,
"3,25",65000,7,1,-94,-74,0,0,
"3,26",65000,7,1,-94,-74,0,0,
"3,27",65000,7,1,-94,-75,0,0,
"3,28",65000,7,1,-94,-75,0,0,
"3,29",65000,7,1,-94,-75,0,0,
"3,30",65000,7,1,-94,-75,0,0,
"3,31",65000,7,1,-94,-75,0,0,
"3,32",65000,7,1,-94,-76,0,0,
"3,33",65000,7,1,-94,-76,0,0,
"3,34",65000,7,1,-94,-76,0,0,
"3,35",65000,7,1,-94,-76,0,0,
"3,36",0,0,0,0,0,0,0,
"3,37",0,0,0,0,0,0,0,
"3,38",0,0,0,0,0,0,0,
"3,39",0,0,0,0,0,0,0,
"3,40",65000,7,1,-94,-78,0,0,
"3,41",0,0,0,0,0,0,0,
"3,42",0,0,0,0,0,0,0,
"3,43",0,0,0,0,0,0,0,
"3,44",0,0,0,0,0,0,0,
"3,45",0,0,0,0,0,0,0,
"3,46",0,0,0,0,0,0,0,
"3,47",0,0,0,0,0,0,0,
"3,48",0,0,0,0,0,0,0,
"3,49",0,0,0,0,0,0,0,
"3,50",0,0,0,0,0,0,0,
"3,51",0,0,0,0,0,0,0,
"3,52",0,0,0,0,0,0,0,
"3,53",0,0,0,0,0,0,0,
"3,54",0,0,0,0,0,0,0,
"3,55",0,0,0,0,0,0,0,
"3,56",0,0,0,0,0,0,0,
"3,57",0,0,0,0,0,0,0,
"3,58",0,0,0,0,0,0,0,
"3,59",0,0,0,0,0,0,0,
"3,60",0,0,0,0,0,0,0,
"3,61",0,0,0,0,0,0,0,
"3,62",0,0,0,0,0,0,0,
"3,63",0,0,0,0,0,0,0,
"3,64",0,0,0,0,0,0,0,
"3,65",0,0,0,0,0,0,0,
"3,66",0,0,0,0,0,0,0,
"3,67",0,0,0,0,0,0,0,
"3,68",0,0,0,0,0,0,0,
"3,69",0,0,0,0,0,0,0,
"3,70",0,0,0,0,0,0,0,
"3,71",0,0,0,0,0,0,0,
"3,72",0,0,0,0,0,0,0,
"3,73",0,0,0,0,0,0,0,
"3,74",0,0,0,0,0,0,0,
"4,1",65000,7,1,-94,-75,0,0,
"4,2",65000,7,1,-94,-75,0,0,
"4,3",65000,7,1,-94,-75,0,0,
"4,4",65000,7,1,-94,-75,0,0,
"4,5",65000,7,1,-94,-74,0,0,
"4,6",65000,7,1,-94,-74,0,0,
"4,7",65000,7,1,-94,-74,0,0,
"4,8",64100,7,1,-94,-74,1381848,1118,
"4,9",64120,7,1,-94,-74,1417692,1147,
"4,10",64228,7,1,-94,-74,1261956,1021,
"4,11",64213,7,1,-94,-74,1276788,1033,
"4,12",64176,7,1,-94,-73,1334880,1080,
"4,13",64203,7,1,-94,-73,1290384,1044,
"4,14",64181,7,1,-94,-73,1344768,1088,
"4,15",64180,7,1,-94,-73,1329936,1076,
"4,16",64191,7,1,-94,-73,1313904,1064,
"4,17",64065,7,1,-94,-73,1434996,1161,
"4,18",64288,7,1,-94,-73,1165548,943,
"4,19",64162,7,1,-94,-73,1360836,1101,
"4,20",64206,7,1,-94,-73,1296564,1049,
"4,21",64212,7,1,-94,-73,1285440,1040,
"4,22",64198,7,1,-94,-73,1315104,1064,
"4,23",64177,7,1,-94,-74,1339824,1084,
"4,24",64270,7,1,-94,-74,1190268,963,
"4,25",64102,7,1,-94,-74,1404204,1139,
"4,26",64221,7,1,-94,-74,1273080,1030,
"4,27",65000,7,1,-94,-74,0,0,
"4,28",65000,7,1,-94,-74,0,0,
"4,29",65000,7,1,-94,-74,0,0,
"4,30",65000,7,1,-94,-75,0,0,
"4,31",65000,7,1,-94,-75,0,0,
"4,32",65000,7,1,-94,-75,0,0,
"4,33",65000,7,1,-94,-75,0,0,
"4,34",65000,7,1,-94,-76,0,0,
"4,35",65000,7,1,-94,-76,0,0,
"4,36",65000,7,1,-94,-76,0,0,
"4,37",65000,7,1,-94,-76,0,0,
"4,38",0,0,0,0,0,0,0,
"4,39",0,0,0,0,0,0,0,
"4,40",0,0,0,0,0,0,0,
"4,41",0,0,0,0,0,0,0,
"4,42",0,0,0,0,0,0,0,
"4,43",0,0,0,0,0,0,0,
"4,44",0,0,0,0,0,0,0,
"4,45",0,0,0,0,0,0,0,
"4,46",0,0,0,0,0,0,0,
"4,47",0,0,0,0,0,0,0,
"4,48",0,0,0,0,0,0,0,
"4,49",0,0,0,0,0,0,0,
"4,50",0,0,0,0,0,0,0,
"4,51",0,0,0,0,0,0,0,
"4,52",0,0,0,0,0,0,0,
"4,53",0,0,0,0,0,0,0,
"4,54",0,0,0,0,0,0,0,
"4,55",0,0,0,0,0,0,0,
"4,56",0,0,0,0,0,0,0,
"4,57",0,0,0,0,0,0,0,
"4,58",0,0,0,0,0,0,0,
"4,59",0,0,0,0,0,0,0,
"4,60",0,0,0,0,0,0,0,
"4,61",0,0,0,0,0,0,0,
"4,62",0,0,0,0,0,0,0,
"4,63",0,0,0,0,0,0,0,
"4,64",0,0,0,0,0,0,0,
"4,65",0,0,0,0,0,0,0,
"4,66",0,0,0,0,0,0,0,
"4,67",0,0,0,0,0,0,0,
"4,68",0,0,0,0,0,0,0,
"4,69",0,0,0,0,0,0,0,
"4,70",0,0,0,0,0,0,0,
"4,71",0,0,0,0,0,0,0,
"4,72",0,0,0,0,0,0,0,
"4,73",0,0,0,0,0,0,0,
"4,74",0,0,0,0,0,0,0,
"5,1",65000,7,1,-94,-75,0,0,
"5,2",65000,7,1,-94,-75,0,0,
"5,3",65000,7,1,-94,-74,0,0,
"5,4",65000,7,1,-94,-74,0,0,
"5,5",65000,7,1,-94,-74,0,0,
"5,6",64167,7,1,-94,-74,1327500,1075,
"5,7",64169,7,1,-94,-74,1354656,1096,
"5,8",64167,7,1,-94,-74,1353420,1095,
"5,9",64187,7,1,-94,-73,1326228,1073,
"5,10",64152,7,1,-94,-73,1380612,1117,
"5,11",64082,7,1,-94,-73,1418928,1148,
"5,12",64232,7,1,-94,-73,1248360,1010,
"5,13",64189,7,1,-94,-73,1324992,1072,
"5,14",64242,7,1,-94,-73,1237272,1002,
"5,15",64190,7,1,-94,-73,1323756,1071,
"5,16",64248,7,1,-94,-73,1227348,993,
"5,17",64166,7,1,-94,-73,1355892,1097,
"5,18",64193,7,1,-94,-73,1321284,1069,
"5,19",64176,7,1,-94,-73,1341060,1085,
"5,20",63658,7,1,-94,-73,1845348,1493,
"5,21",63694,7,1,-94,-73,1786020,1445,
"5,22",63690,7,1,-94,-73,1805796,1461,
"5,23",63638,7,1,-94,-73,1883700,1525,
"5,24",63743,7,1,-94,-73,1726692,1397,
"5,25",63728,7,1,-94,-73,1737816,1406,
"5,26",63715,7,1,-94,-74,1758828,1423,
"5,27",64025,7,1,-94,-74,1484436,1201,
"5,28",64013,7,1,-94,-74,1510392,1222,
"5,29",65000,7,1,-94,-74,0,0,
"5,30",65000,7,1,-94,-74,0,0,
"5,31",65000,7,1,-94,-74,0,0,
"5,32",65000,7,1,-94,-75,0,0,
"5,33",65000,7,1,-94,-75,0,0,
"5,34",65000,7,1,-94,-75,0,0,
"5,35",65000,7,1,-94,-75,0,0,
"5,36",65000,7,1,-94,-76,0,0,
"5,37",65000,7,1,-94,-76,0,0,
"5,38",65000,7,1,-94,-76,0,0,
"5,39",0,0,0,0,0,0,0,
"5,40",0,0,0,0,0,0,0,
"5,41",0,0,0,0,0,0,0,
"5,42",0,0,0,0,0,0,0,
"5,43",0,0,0,0,0,0,0,
"5,44",0,0,0,0,0,0,0,
"5,45",0,0,0,0,0,0,0,
"5,46",0,0,0,0,0,0,0,
"5,47",0,0,0,0,0,0,0,
"5,48",0,0,0,0,0,0,0,
"5,49",0,0,0,0,0,0,0,
"5,50",0,0,0,0,0,0,0,
"5,51",0,0,0,0,0,0,0,
"5,52",0,0,0,0,0,0,0,
"5,53",0,0,0,0,0,0,0,
"5,54",0,0,0,0,0,0,0,
"5,55",0,0,0,0,0,0,0,
"5,56",0,0,0,0,0,0,0,
"5,57",0,0,0,0,0,0,0,
"5,58",0,0,0,0,0,0,0,
"5,59",0,0,0,0,0,0,0,
"5,60",0,0,0,0,0,0,0,
"5,61",0,0,0,0,0,0,0,
"5,62",0,0,0,0,0,0,0,
"5,63",0,0,0,0,0,0,0,
"5,64",0,0,0,0,0,0,0,
"5,65",0,0,0,0,0,0,0,
"5,66",0,0,0,0,0,0,0,
"5,67",0,0,0,0,0,0,0,
"5,68",0,0,0,0,0,0,0,
"5,69",0,0,0,0,0,0,0,
"5,70",0,0,0,0,0,0,0,
"5,71",0,0,0,0,0,0,0,
"5,72",0,0,0,0,0,0,0,
"5,73",0,0,0,0,0,0,0,
"5,74",0,0,0,0,0,0,0,
"6,1",65000,7,1,-94,-75,0,0,
"6,2",65000,7,1,-94,-74,0,0,
"6,3",65000,7,1,-94,-74,0,0,
"6,4",64185,7,1,-94,-74,1312632,1062,
"6,5",64085,7,1,-94,-74,1416456,1146,
"6,6",64260,7,1,-94,-73,1214988,983,
"6,7",64224,7,1,-94,-73,1270608,1028,
"6,8",64187,7,1,-94,-73,1324992,1072,
"6,9",64239,7,1,-94,-73,1245888,1008,
"6,10",64220,7,1,-94,-73,1274316,1031,
"6,11",64250,7,1,-94,-72,1224876,991,
"6,12",64238,7,1,-94,-72,1244688,1008,
"6,13",64216,7,1,-94,-72,1284204,1039,
"6,14",64008,7,1,-94,-72,1536348,1243,
"6,15",64215,7,1,-94,-72,1294092,1047,
"6,16",64227,7,1,-94,-72,1261956,1021,
"6,17",64192,7,1,-94,-72,1316340,1065,
"6,18",64207,7,1,-94,-72,1286676,1041,
"6,19",64239,7,1,-94,-72,1253304,1014,
"6,20",64250,7,1,-94,-72,1236000,1000,
"6,21",64141,7,1,-94,-72,1394244,1129,
"6,22",64043,7,1,-94,-72,1482036,1201,
"6,23",64194,7,1,-94,-72,1303980,1055,
"6,24",64237,7,1,-94,-73,1243416,1006,
"6,25",64234,7,1,-94,-73,1254540,1015,
"6,26",64277,7,1,-94,-73,1171728,948,
"6,27",64168,7,1,-94,-73,1370724,1109,
"6,28",64217,7,1,-94,-73,1282968,1038,
"6,29",64126,7,1,-94,-74,1410312,1142,
"6,30",64183,7,1,-94,-74,1321284,1069,
"6,31",65000,7,1,-94,-74,0,0,
"6,32",65000,7,1,-94,-74,0,0,
"6,33",65000,7,1,-94,-74,0,0,
"6,34",65000,7,1,-94,-75,0,0,
"6,35",65000,7,1,-94,-75,0,0,
"6,36",65000,7,1,-94,-75,0,0,
"6,37",65000,7,1,-94,-76,0,0,
"6,38",65000,7,1,-94,-76,0,0,
"6,39",65000,7,1,-94,-76,0,0,
"6,40",0,0,0,0,0,0,0,
"6,41",0,0,0,0,0,0,0,
"6,42",0,0,0,0,0,0,0,
"6,43",0,0,0,0,0,0,0,
"6,44",0,0,0,0,0,0,0,
"6,45",0,0,0,0,0,0,0,
"6,46",0,0,0,0,0,0,0,
"6,47",0,0,0,0,0,0,0,
"6,48",0,0,0,0,0,0,0,
"6,49",0,0,0,0,0,0,0,
"6,50",0,0,0,0,0,0,0,
"6,51",0,0,0,0,0,0,0,
"6,52",0,0,0,0,0,0,0,
"6,53",0,0,0,0,0,0,0,
"6,54",0,0,0,0,0,0,0,
"6,55",0,0,0,0,0,0,0,
"6,56",0,0,0,0,0,0,0,
"6,57",0,0,0,0,0,0,0,
"6,58",0,0,0,0,0,0,0,
"6,59",0,0,0,0,0,0,0,
"6,60",0,0,0,0,0,0,0,
"6,61",0,0,0,0,0,0,0,
"6,62",0,0,0,0,0,0,0,
"6,63",0,0,0,0,0,0,0,
"6,64",0,0,0,0,0,0,0,
"6,65",0,0,0,0,0,0,0,
"6,66",0,0,0,0,0,0,0,
"6,67",0,0,0,0,0,0,0,
"6,68",0,0,0,0,0,0,0,
"6,69",0,0,0,0,0,0,0,
"6,70",0,0,0,0,0,0,0,
"6,71",0,0,0,0,0,0,0,
"6,72",0,0,0,0,0,0,0,
"6,73",0,0,0,0,0,0,0,
"6,74",0,0,0,0,0,0,0,
"7,1",65000,7,1,-94,-74,0,0,
"7,2",64206,7,1,-94,-74,1297800,1050,
"7,3",64198,7,1,-94,-74,1308924,1059,
"7,4",64164,7,1,-94,-73,1363308,1103,
"7,5",64168,7,1,-94,-73,1348476,1091,
"7,6",64022,7,1,-94,-73,1506684,1219,
"7,7",64172,7,1,-94,-73,1349712,1092,
"7,8",64202,7,1,-94,-72,1315104,1064,
"7,9",64249,7,1,-94,-72,1234764,999,
"7,10",64212,7,1,-94,-72,1304016,1056,
"7,11",64260,7,1,-94,-72,1216224,984,
"7,12",64207,7,1,-94,-72,1291620,1045,
"7,13",64189,7,1,-94,-72,1323756,1071,
"7,14",64265,7,1,-94,-72,1197684,969,
"7,15",64024,7,1,-94,-72,1515336,1226,
"7,16",64252,7,1,-94,-71,1210044,979,
"7,17",64190,7,1,-94,-71,1329936,1076,
"7,18",64263,7,1,-94,-71,1205100,975,
"7,19",64206,7,1,-94,-71,1306488,1058,
"7,20",64164,7,1,-94,-72,1364544,1104,
"7,21",64261,7,1,-94,-72,1211280,980,
"7,22",64147,7,1,-94,-72,1384320,1120,
"7,23",64109,7,1,-94,-72,1391772,1127,
"7,24",64154,7,1,-94,-72,1385556,1121,
"7,25",64242,7,1,-94,-72,1237236,1001,
"7,26",64237,7,1,-94,-72,1245888,1008,
"7,27",64117,7,1,-94,-73,1431324,1159,
"7,28",64250,7,1,-94,-73,1221168,988,
"7,29",64172,7,1,-94,-73,1338588,1083,
"7,30",64208,7,1,-94,-73,1301508,1053,
"7,31",64241,7,1,-94,-74,1234764,999,
"7,32",64038,7,1,-94,-74,1489380,1205,
"7,33",65000,7,1,-94,-74,0,0,
"7,34",65000,7,1,-94,-74,0,0,
"7,35",65000,7,1,-94,-75,0,0,
"7,36",65000,7,1,-94,-75,0,0,
"7,37",65000,7,1,-94,-75,0,0,
"7,38",65000,7,1,-94,-76,0,0,
"7,39",65000,7,1,-94,-76,0,0,
"7,40",65000,7,1,-94,-76,0,0,
"7,41",0,0,0,0,0,0,0,
"7,42",0,0,0,0,0,0,0,
"7,43",0,0,0,0,0,0,0,
"7,44",0,0,0,0,0,0,0,
"7,45",0,0,0,0,0,0,0,
"7,46",0,0,0,0,0,0,0,
"7,47",0,0,0,0,0,0,0,
"7,48",0,0,0,0,0,0,0,
"7,49",0,0,0,0,0,0,0,
"7,50",0,0,0,0,0,0,0,
"7,51",0,0,0,0,0,0,0,
"7,52",0,0,0,0,0,0,0,
"7,53",0,0,0,0,0,0,0,
"7,54",0,0,0,0,0,0,0,
"7,55",0,0,0,0,0,0,0,
"7,56",0,0,0,0,0,0,0,
"7,57",0,0,0,0,0,0,0,
"7,58",0,0,0,0,0,0,0,
"7,59",0,0,0,0,0,0,0,
"7,60",0,0,0,0,0,0,0,
"7,61",0,0,0,0,0,0,0,
"7,62",0,0,0,0,0,0,0,
"7,63",0,0,0,0,0,0,0,
"7,64",0,0,0,0,0,0,0,
"7,65",0,0,0,0,0,0,0,
"7,66",0,0,0,0,0,0,0,
"7,67",0,0,0,0,0,0,0,
"7,68",0,0,0,0,0,0,0,
"7,69",0,0,0,0,0,0,0,
"7,70",0,0,0,0,0,0,0,
"7,71",0,0,0,0,0,0,0,
"7,72",0,0,0,0,0,0,0,
"7,73",0,0,0,0,0,0,0,
"7,74",0,0,0,0,0,0,0,
"8,1",64197,7,1,-94,-74,1284240,1040,
"8,2",64234,7,1,-94,-73,1259484,1019,
"8,3",64146,7,1,-94,-73,1389264,1124,
"8,4",64238,7,1,-94,-73,1240944,1004,
"8,5",64269,7,1,-94,-73,1196448,968,
"8,6",64218,7,1,-94,-72,1284204,1039,
"8,7",64232,7,1,-94,-72,1265664,1024,
"8,8",64203,7,1,-94,-72,1301508,1053,
"8,9",64093,7,1,-94,-72,1407840,1140,
"8,10",64169,7,1,-94,-71,1357128,1098,
"8,11",64214,7,1,-94,-71,1278024,1034,
"8,12",64178,7,1,-94,-71,1346004,1089,
"8,13",64217,7,1,-94,-71,1276788,1033,
"8,14",64203,7,1,-94,-71,1297800,1050,
"8,15",64256,7,1,-94,-71,1219932,987,
"8,16",64193,7,1,-94,-71,1320048,1068,
"8,17",64244,7,1,-94,-71,1234764,999,
"8,18",64238,7,1,-94,-71,1249632,1012,
"8,19",64227,7,1,-94,-71,1261956,1021,
"8,20",64205,7,1,-94,-71,1308924,1059,
"8,21",64199,7,1,-94,-71,1312632,1062,
"8,22",64245,7,1,-94,-71,1231056,996,
"8,23",64185,7,1,-94,-71,1323756,1071,
"8,24",64159,7,1,-94,-71,1360836,1101,
"8,25",64143,7,1,-94,-72,1386792,1122,
"8,26",63998,7,1,-94,-72,1542564,1249,
"8,27",64231,7,1,-94,-72,1250868,1013,
"8,28",64195,7,1,-94,-72,1306452,1057,
"8,29",64175,7,1,-94,-73,1354656,1096,
"8,30",64214,7,1,-94,-73,1290384,1044,
"8,31",64213,7,1,-94,-73,1290384,1044,
"8,32",64237,7,1,-94,-73,1245888,1008,
"8,33",64208,7,1,-94,-74,1291620,1045,
"8,34",64217,7,1,-94,-74,1278024,1034,
"8,35",65000,7,1,-94,-74,0,0,
"8,36",0,0,0,0,0,0,0,
"8,37",0,0,0,0,0,0,0,
"8,38",0,0,0,0,0,0,0,
"8,39",0,0,0,0,0,0,0,
"8,40",0,0,0,0,0,0,0,
"8,41",0,0,0,0,0,0,0,
"8,42",65000,7,1,-94,-77,0,0,
"8,43",0,0,0,0,0,0,0,
"8,44",0,0,0,0,0,0,0,
"8,45",0,0,0,0,0,0,0,
"8,46",0,0,0,0,0,0,0,
"8,47",0,0,0,0,0,0,0,
"8,48",0,0,0,0,0,0,0,
"8,49",0,0,0,0,0,0,0,
"8,50",0,0,0,0,0,0,0,
"8,51",0,0,0,0,0,0,0,
"8,52",0,0,0,0,0,0,0,
"8,53",0,0,0,0,0,0,0,
"8,54",0,0,0,0,0,0,0,
"8,55",0,0,0,0,0,0,0,
"8,56",0,0,0,0,0,0,0,
"8,57",0,0,0,0,0,0,0,
"8,58",0,0,0,0,0,0,0,
"8,59",0,0,0,0,0,0,0,
"8,60",0,0,0,0,0,0,0,
"8,61",0,0,0,0,0,0,0,
"8,62",0,0,0,0,0,0,0,
"8,63",0,0,0,0,0,0,0,
"8,64",0,0,0,0,0,0,0,
"8,65",0,0,0,0,0,0,0,
"8,66",0,0,0,0,0,0,0,
"8,67",0,0,0,0,0,0,0,
"8,68",0,0,0,0,0,0,0,
"8,69",0,0,0,0,0,0,0,
"8,70",0,0,0,0,0,0,0,
"8,71",0,0,0,0,0,0,0,
"8,72",0,0,0,0,0,0,0,
"8,73",0,0,0,0,0,0,0,
"8,74",0,0,0,0,0,0,0,
"9,1",64195,7,1,-94,-73,1317576,1066,
"9,2",64097,7,1,-94,-73,1390572,1127,
"9,3",64201,7,1,-94,-73,1291620,1045,
"9,4",64247,7,1,-94,-72,1226112,992,
"9,5",64192,7,1,-94,-72,1317576,1066,
"9,6",64219,7,1,-94,-72,1280496,1036,
"9,7",64189,7,1,-94,-72,1347240,1090,
"9,8",64154,7,1,-94,-71,1381848,1118,
"9,9",64279,7,1,-94,-71,1182888,958,
"9,10",64177,7,1,-94,-71,1334880,1080,
"9,11",64158,7,1,-94,-71,1384320,1120,
"9,12",64232,7,1,-94,-71,1274316,1031,
"9,13",64163,7,1,-94,-70,1365780,1105,
"9,14",64206,7,1,-94,-70,1296564,1049,
"9,15",64237,7,1,-94,-70,1245888,1008,
"9,16",64213,7,1,-94,-70,1289148,1043,
"9,17",64181,7,1,-94,-70,1331172,1077,
"9,18",64189,7,1,-94,-70,1312668,1063,
"9,19",64109,7,1,-94,-70,1397916,1131,
"9,20",64239,7,1,-94,-70,1233528,998,
"9,21",64203,7,1,-94,-70,1303980,1055,
"9,22",64222,7,1,-94,-70,1266900,1025,
"9,23",64233,7,1,-94,-71,1250832,1012,
"9,24",64160,7,1,-94,-71,1363308,1103,
"9,25",64215,7,1,-94,-71,1278024,1034,
"9,26",64203,7,1,-94,-71,1295328,1048,
"9,27",64238,7,1,-94,-72,1227348,993,
"9,28",64241,7,1,-94,-72,1218696,986,
"9,29",64164,7,1,-94,-72,1375668,1113,
"9,30",64201,7,1,-94,-72,1311396,1061,
