position,rx phyrate,rx mcs,rx nss,noise,avg beacon rssi,diff rx bytes,diff rx packets,
"1,52",118443,11,1,-94,-62,11651772,9427,
"1,53",109934,11,1,-94,-64,8464128,6848,
"1,54",68661,7,1,-94,-72,7888152,6382,
"1,55",66483,7,1,-94,-73,6967368,5638,
"1,56",56957,5,1,-94,-74,7481508,6053,
"1,57",57634,5,1,-94,-75,8652000,7000,
"1,58",53100,5,1,-94,-75,7022952,5682,
"1,59",43418,4,1,-94,-76,4508928,3648,
"1,60",50539,4,1,-94,-77,7383900,5975,
"1,61",49169,4,1,-94,-78,5906844,4779,
"1,62",25698,3,1,-94,-78,2395368,1938,
"1,63",28131,3,1,-94,-79,3264312,2642,
"1,64",26537,3,1,-94,-80,3731484,3019,
"1,65",22120,2,1,-94,-80,2716728,2198,
"1,66",20884,2,1,-94,-81,2007264,1624,
"1,67",32038,4,1,-94,-81,3857556,3121,
"1,68",24434,2,1,-94,-82,2876172,2327,
"1,69",0,0,0,0,0,0,0,
"1,70",0,0,0,0,0,0,0,
"1,71",0,0,0,0,0,0,0,
"1,72",0,0,0,0,0,0,0,
"1,73",0,0,0,0,0,0,0,
"1,74",0,0,0,0,0,0,0,
"2,1",0,0,0,0,0,0,0,
"2,2",0,0,0,0,0,0,0,
"2,3",0,0,0,0,0,0,0,
"2,4",0,0,0,0,0,0,0,
"2,5",0,0,0,0,0,0,0,
"2,6",0,0,0,0,0,0,0,
"2,7",0,0,0,0,0,0,0,
"2,8",0,0,0,0,0,0,0,
"2,9",0,0,0,0,0,0,0,
"2,10",0,0,0,0,0,0,0,
"2,11",0,0,0,0,0,0,0,
"2,12",14336,0,1,-94,-82,1035804,839,
"2,13",26677,3,1,-94,-81,2557284,2069,
"2,14",27438,3,1,-94,-81,3766092,3047,
"2,15",30704,3,1,-94,-80,3619008,2928,
"2,16",38504,4,1,-94,-79,3836544,3104,
"2,17",36639,4,1,-94,-79,5185020,4195,
"2,18",27409,3,1,-94,-78,3623952,2932,
"2,19",35542,3,1,-94,-78,5177640,4190,
"2,20",40570,4,1,-94,-77,5952612,4817,
"2,21",39087,4,1,-94,-76,5887068,4763,
"2,22",41352,4,1,-94,-75,5194908,4203,
"2,23",43614,4,1,-94,-74,6175056,4996,
"2,24",56987,5,1,-94,-74,5920440,4790,
"2,25",62686,5,1,-94,-73,8160072,6602,
"2,26",68168,7,1,-94,-72,8785488,7108,
"2,27",110096,11,1,-94,-64,8783016,7106,
"2,28",118945,11,1,-94,-62,8833692,7147,
"2,29",121737,11,1,-94,-60,610620,495,
"2,30",121875,11,1,-94,-59,0,0,
"2,31",121875,11,1,-94,-57,0,0,
"2,32",121875,11,1,-94,-56,0,0,
"2,33",121875,11,1,-94,-54,0,0,
"2,34",121875,11,1,-94,-52,0,0,
"2,35",121875,11,1,-94,-50,0,0,
"2,36",120899,11,1,-94,-48,6269064,5074,
"2,37",120905,11,1,-94,-46,12137520,9820,
"2,38",121236,11,1,-94,-44,9789120,7920,
"2,39",120399,11,1,-94,-42,9146400,7400,
"2,40",121029,11,1,-94,-41,13536672,10952,
"2,41",121597,11,1,-94,-42,9487536,7676,
"2,42",121743,11,1,-94,-43,9774288,7908,
"2,43",121550,11,1,-94,-46,12604728,10198,
"2,44",121146,11,1,-94,-48,11433000,9250,
"2,45",121087,11,1,-94,-50,11920056,9646,
"2,46",120152,11,1,-94,-52,9532032,7712,
"2,47",120297,11,1,-94,-54,8477724,6859,
"2,48",120513,11,1,-94,-56,6868452,5557,
"2,49",120548,11,1,-94,-57,7310940,5915,
"2,50",120519,11,1,-94,-59,8512332,6887,
"2,51",120392,11,1,-94,-60,9770580,7905,
"2,52",120114,11,1,-94,-62,10661736,8626,
"2,53",115446,11,1,-94,-63,7622448,6168,
"2,54",73818,7,1,-94,-71,8685372,7027,
"2,55",69459,7,1,-94,-73,8111868,6563,
"2,56",71224,7,1,-94,-74,9650688,7808,
"2,57",66019,6,1,-94,-74,7461732,6037,
"2,58",59568,6,1,-94,-75,7090932,5737,
"2,59",44772,4,1,-94,-76,5573124,4509,
"2,60",34300,3,1,-94,-77,3727776,3016,
"2,61",26995,3,1,-94,-78,3607884,2919,
"2,62",37129,4,1,-94,-78,4551060,3685,
"2,63",37618,4,1,-94,-79,5344464,4324,
"2,64",38410,4,1,-94,-79,5552112,4492,
"2,65",41011,4,1,-94,-80,5320980,4305,
"2,66",40713,4,1,-94,-81,4638708,3753,
"2,67",42342,4,1,-94,-81,4334652,3507,
"2,68",38346,4,1,-94,-82,3145620,2545,
"2,69",0,0,0,0,0,0,0,
"2,70",0,0,0,0,0,0,0,
"2,71",0,0,0,0,0,0,0,
"2,72",0,0,0,0,0,0,0,
"2,73",0,0,0,0,0,0,0,
"2,74",0,0,0,0,0,0,0,
"3,1",0,0,0,0,0,0,0,
"3,2",0,0,0,0,0,0,0,
"3,3",0,0,0,0,0,0,0,
"3,4",0,0,0,0,0,0,0,
"3,5",0,0,0,0,0,0,0,
"3,6",0,0,0,0,0,0,0,
"3,7",0,0,0,0,0,0,0,
"3,8",0,0,0,0,0,0,0,
"3,9",0,0,0,0,0,0,0,
"3,10",0,0,0,0,0,0,0,
"3,11",0,0,0,0,0,0,0,
"3,12",38619,4,1,-94,-82,2176632,1762,
"3,13",40458,4,1,-94,-81,4888380,3955,
"3,14",41493,4,1,-94,-81,4439712,3592,
"3,15",40500,4,1,-94,-80,5707848,4618,
"3,16",35645,3,1,-94,-79,4391508,3553,
"3,17",27765,3,1,-94,-79,2903364,2349,
"3,18",30229,3,1,-94,-78,3757440,3040,
"3,19",41332,4,1,-94,-77,3515184,2844,
"3,20",48999,4,1,-94,-77,5562036,4501,
"3,21",53631,5,1,-94,-76,7278804,5889,
"3,22",56483,5,1,-94,-75,6220788,5033,
"3,23",56966,5,1,-94,-74,5721444,4629,
"3,24",56751,5,1,-94,-73,6862272,5552,
"3,25",56477,5,1,-94,-73,7361616,5956,
"3,26",60079,5,1,-94,-71,6945084,5619,
"3,27",116127,11,1,-94,-63,7100820,5745,
"3,28",119461,11,1,-94,-61,8058720,6520,
"3,29",120160,11,1,-94,-60,6785676,5491,
"3,30",120135,11,1,-94,-59,7320828,5923,
"3,31",119827,11,1,-94,-57,10695108,8653,
"3,32",119700,11,1,-94,-56,11415696,9236,
"3,33",119922,11,1,-94,-54,7968492,6447,
"3,34",120278,11,1,-94,-52,11466372,9277,
"3,35",120696,11,1,-94,-50,10210596,8261,
"3,36",119934,11,1,-94,-47,6733728,5448,
"3,37",119499,11,1,-94,-44,10347792,8372,
"3,38",120716,11,1,-94,-40,7542108,6103,
"3,39",120932,11,1,-94,-38,11720988,9483,
"3,40",121540,11,1,-94,-36,12649224,10234,
"3,41",121445,11,1,-94,-37,9829908,7953,
"3,42",121269,11,1,-94,-40,14146020,11445,
"3,43",120951,11,1,-94,-43,11159844,9029,
"3,44",121056,11,1,-94,-46,12481128,10098,
"3,45",121436,11,1,-94,-49,12982944,10504,
"3,46",121256,11,1,-94,-51,11745744,9504,
"3,47",120660,11,1,-94,-53,8507388,6883,
"3,48",120272,11,1,-94,-55,11114148,8993,
"3,49",120071,11,1,-94,-57,11394684,9219,
"3,50",120149,11,1,-94,-58,7980852,6457,
"3,51",120213,11,1,-94,-60,8658180,7005,
"3,52",120139,11,1,-94,-61,10962084,8869,
"3,53",117149,11,1,-94,-63,11534352,9332,
"3,54",73255,5,1,-94,-69,6658332,5387,
"3,55",53561,5,1,-94,-73,7078608,5728,
"3,56",51253,5,1,-94,-73,5873508,4753,
"3,57",65438,5,1,-94,-74,8203332,6637,
"3,58",39196,4,1,-94,-75,5105916,4131,
"3,59",46955,4,1,-94,-76,6778224,5484,
"3,60",46008,4,1,-94,-77,5003328,4048,
"3,61",38682,4,1,-94,-77,4657248,3768,
"3,62",22251,2,1,-94,-78,2479416,2006,
"3,63",37918,4,1,-94,-79,4172736,3376,
"3,64",42674,4,1,-94,-79,4946472,4002,
"3,65",40269,4,1,-94,-80,6089772,4927,
"3,66",41839,4,1,-94,-81,4461960,3610,
"3,67",41474,4,1,-94,-81,3808116,3081,
"3,68",41695,4,1,-94,-82,3586872,2902,
"3,69",0,0,0,0,0,0,0,
"3,70",0,0,0,0,0,0,0,
"3,71",0,0,0,0,0,0,0,
"3,72",0,0,0,0,0,0,0,
"3,73",0,0,0,0,0,0,0,
"3,74",0,0,0,0,0,0,0,
"4,1",0,0,0,0,0,0,0,
"4,2",0,0,0,0,0,0,0,
"4,3",0,0,0,0,0,0,0,
"4,4",0,0,0,0,0,0,0,
"4,5",0,0,0,0,0,0,0,
"4,6",0,0,0,0,0,0,0,
"4,7",0,0,0,0,0,0,0,
"4,8",0,0,0,0,0,0,0,
"4,9",0,0,0,0,0,0,0,
"4,10",0,0,0,0,0,0,0,
"4,11",0,0,0,0,0,0,0,
"4,12",23463,2,1,-94,-82,1981344,1604,
"4,13",40775,4,1,-94,-81,4848828,3923,
"4,14",41269,4,1,-94,-81,5275248,4268,
"4,15",35811,4,1,-94,-80,3355740,2715,
"4,16",27434,3,1,-94,-79,4327272,3502,
"4,17",28191,3,1,-94,-79,3958944,3204,
"4,18",34564,3,1,-94,-78,4127004,3339,
"4,19",39137,4,1,-94,-77,4620168,3738,
"4,20",51233,5,1,-94,-77,5679456,4596,
"4,21",54333,5,1,-94,-76,6155280,4980,
"4,22",53624,5,1,-94,-75,6587880,5330,
"4,23",59247,5,1,-94,-74,6288768,5088,
"4,24",65063,5,1,-94,-73,9307080,7530,
"4,25",60352,5,1,-94,-72,7653348,6193,
"4,26",62834,5,1,-94,-70,7422180,6005,
"4,27",116303,11,1,-94,-63,6243036,5051,
"4,28",119085,11,1,-94,-61,9340452,7557,
"4,29",120180,11,1,-94,-60,6223296,5036,
"4,30",119481,11,1,-94,-59,8268840,6690,
"4,31",120414,11,1,-94,-57,9293484,7519,
"4,32",120215,11,1,-94,-55,9334272,7552,
"4,33",120523,11,1,-94,-53,8460420,6845,
"4,34",119965,11,1,-94,-51,7779384,6294,
"4,35",120607,11,1,-94,-49,12305616,9956,
"4,36",120347,11,1,-94,-46,11944704,9664,
"4,37",120252,11,1,-94,-42,9986880,8080,
"4,38",119555,11,1,-94,-37,10701324,8659,
"4,39",120211,11,1,-94,-32,6998232,5662,
"4,40",120260,11,1,-94,-32,11279736,9126,
"4,41",120851,11,1,-94,-31,7920288,6408,
"4,42",120221,11,1,-94,-36,13335240,10790,
"4,43",120712,11,1,-94,-41,13636788,11033,
"4,44",120889,11,1,-94,-45,11834700,9575,
"4,45",121243,11,1,-94,-48,9672936,7826,
"4,46",120297,11,1,-94,-51,11141340,9015,
"4,47",120462,11,1,-94,-53,9566640,7740,
"4,48",120465,11,1,-94,-55,11042424,8934,
"4,49",120474,11,1,-94,-57,11587500,9375,
"4,50",120666,11,1,-94,-58,9871932,7987,
"4,51",120411,11,1,-94,-60,12052236,9751,
"4,52",119934,11,1,-94,-61,8237940,6665,
"4,53",118076,11,1,-94,-62,7030368,5688,
"4,54",89301,6,1,-94,-68,8055012,6517,
"4,55",69937,7,1,-94,-72,6372852,5157,
"4,56",64196,6,1,-94,-73,8015460,6485,
"4,57",64148,6,1,-94,-74,6088536,4926,
"4,58",63719,6,1,-94,-75,5830212,4717,
"4,59",64353,6,1,-94,-76,6181272,5002,
"4,60",42678,4,1,-94,-77,4777140,3865,
"4,61",40157,4,1,-94,-77,5815380,4705,
"4,62",38895,4,1,-94,-78,4332180,3505,
"4,63",41392,4,1,-94,-79,5641140,4565,
"4,64",39351,4,1,-94,-79,4879728,3948,
"4,65",40653,4,1,-94,-80,4241952,3432,
"4,66",42327,4,1,-94,-81,5166480,4180,
"4,67",42528,4,1,-94,-81,4930404,3989,
"4,68",41314,4,1,-94,-82,5217192,4222,
"4,69",0,0,0,0,0,0,0,
"4,70",0,0,0,0,0,0,0,
"4,71",0,0,0,0,0,0,0,
"4,72",0,0,0,0,0,0,0,
"4,73",0,0,0,0,0,0,0,
"4,74",0,0,0,0,0,0,0,
"5,1",0,0,0,0,0,0,0,
"5,2",0,0,0,0,0,0,0,
"5,3",0,0,0,0,0,0,0,
"5,4",0,0,0,0,0,0,0,
"5,5",0,0,0,0,0,0,0,
"5,6",0,0,0,0,0,0,0,
"5,7",0,0,0,0,0,0,0,
"5,8",0,0,0,0,0,0,0,
"5,9",0,0,0,0,0,0,0,
"5,10",0,0,0,0,0,0,0,
"5,11",0,0,0,0,0,0,0,
"5,12",40623,4,1,-94,-82,3495444,2829,
"5,13",42281,4,1,-94,-81,4888380,3955,
"5,14",36897,4,1,-94,-81,3780924,3059,
"5,15",40165,4,1,-94,-80,4988496,4036,
"5,16",40514,4,1,-94,-79,4219704,3414,
"5,17",27562,3,1,-94,-79,3527544,2854,
"5,18",41384,4,1,-94,-78,5637396,4561,
"5,19",39609,4,1,-94,-77,4850100,3925,
"5,20",40285,4,1,-94,-77,5355624,4334,
"5,21",50501,5,1,-94,-76,7568064,6124,
"5,22",62466,6,1,-94,-75,7574208,6128,
"5,23",61185,6,1,-94,-74,8334348,6743,
"5,24",57878,6,1,-94,-73,8064900,6525,
"5,25",60890,5,1,-94,-72,10456560,8460,
"5,26",70223,6,1,-94,-70,8345472,6752,
"5,27",116345,11,1,-94,-63,7940064,6424,
"5,28",119164,11,1,-94,-61,8815188,7133,
"5,29",119738,11,1,-94,-60,9852192,7972,
"5,30",120153,11,1,-94,-59,10059804,8139,
"5,31",119897,11,1,-94,-57,11772900,9525,
"5,32",120042,11,1,-94,-55,9991824,8084,
"5,33",120232,11,1,-94,-53,8758296,7086,
"5,34",120652,11,1,-94,-51,9286068,7513,
"5,35",120363,11,1,-94,-48,11492328,9298,
"5,36",120253,11,1,-94,-45,8480196,6861,
"5,37",120261,11,1,-94,-41,7188612,5817,
"5,38",120087,11,1,-94,-35,11435472,9252,
"5,39",120861,11,1,-94,-32,10926240,8840,
"5,40",121274,11,1,-94,-31,9532032,7712,
"5,41",121238,11,1,-94,-32,12963168,10488,
"5,42",121038,11,1,-94,-33,8874480,7180,
"5,43",121255,11,1,-94,-40,9042576,7316,
"5,44",121030,11,1,-94,-44,9554280,7730,
"5,45",120549,11,1,-94,-48,14259768,11538,
"5,46",120752,11,1,-94,-50,11767992,9522,
"5,47",120886,11,1,-94,-53,11749416,9506,
"5,48",120310,11,1,-94,-55,11250072,9102,
"5,49",119964,11,1,-94,-57,11975604,9689,
"5,50",120551,11,1,-94,-58,10481280,8480,
"5,51",120195,11,1,-94,-60,12374832,10012,
"5,52",120721,11,1,-94,-61,7781892,6297,
"5,53",118004,11,1,-94,-62,9556752,7732,
"5,54",93539,7,1,-94,-67,8394912,6792,
"5,55",57388,7,1,-94,-72,7601436,6151,
"5,56",45708,4,1,-94,-73,5393904,4364,
"5,57",70079,7,1,-94,-74,6904296,5586,
"5,58",52411,7,1,-94,-75,1925688,1558,
"5,59",37294,4,1,-94,-76,4260492,3447,
"5,60",40935,4,1,-94,-77,4657248,3768,
"5,61",41428,4,1,-94,-77,5798076,4691,
"5,62",29003,3,1,-94,-78,4068948,3293,
"5,63",27056,3,1,-94,-79,2903436,2351,
"5,64",26068,3,1,-94,-79,3547356,2871,
"5,65",38254,4,1,-94,-80,4805568,3888,
"5,66",35597,4,1,-94,-81,3733956,3021,
"5,67",29767,3,1,-94,-81,3450912,2792,
"5,68",25317,3,1,-94,-82,2955276,2391,
"5,69",0,0,0,0,0,0,0,
"5,70",0,0,0,0,0,0,0,
"5,71",0,0,0,0,0,0,0,
"5,72",0,0,0,0,0,0,0,
"5,73",0,0,0,0,0,0,0,
"5,74",0,0,0,0,0,0,0,
"6,1",0,0,0,0,0,0,0,
"6,2",0,0,0,0,0,0,0,
"6,3",0,0,0,0,0,0,0,
"6,4",0,0,0,0,0,0,0,
"6,5",0,0,0,0,0,0,0,
"6,6",0,0,0,0,0,0,0,
"6,7",0,0,0,0,0,0,0,
"6,8",0,0,0,0,0,0,0,
"6,9",0,0,0,0,0,0,0,
"6,10",0,0,0,0,0,0,0,
"6,11",0,0,0,0,0,0,0,
"6,12",37510,4,1,-94,-82,3004716,2431,
"6,13",30833,2,1,-94,-81,3517656,2846,
"6,14",40412,4,1,-94,-81,5783244,4679,
"6,15",40067,4,1,-94,-80,5072544,4104,
"6,16",40394,4,1,-94,-79,4904448,3968,
"6,17",41178,4,1,-94,-79,5408736,4376,
"6,18",42373,4,1,-94,-78,4914336,3976,
"6,19",40450,4,1,-94,-77,4266672,3452,
"6,20",23915,2,1,-94,-77,2855196,2311,
"6,21",25608,3,1,-94,-76,3601704,2914,
"6,22",45355,3,1,-94,-75,4651068,3763,
"6,23",61360,6,1,-94,-74,7702788,6233,
"6,24",62721,6,1,-94,-73,7928940,6415,
"6,25",59500,5,1,-94,-72,6699120,5420,
"6,26",63403,5,1,-94,-70,7474092,6047,
"6,27",116437,11,1,-94,-63,7958604,6439,
"6,28",120365,11,1,-94,-61,7969728,6448,
"6,29",120113,11,1,-94,-60,10064784,8144,
"6,30",120242,11,1,-94,-59,10156212,8217,
"6,31",120553,11,1,-94,-57,10031376,8116,
"6,32",120610,11,1,-94,-55,10638252,8607,
"6,33",119856,11,1,-94,-53,9262584,7494,
"6,34",120291,11,1,-94,-51,8146476,6591,
"6,35",120577,11,1,-94,-48,7799160,6310,
"6,36",120276,11,1,-94,-45,9805188,7933,
"6,37",120427,11,1,-94,-41,8849796,7161,
"6,38",121273,11,1,-94,-36,12740688,10308,
"6,39",119505,11,1,-94,-31,8225580,6655,
"6,40",119684,11,1,-94,-32,12231456,9896,
"6,41",120627,11,1,-94,-32,11582556,9371,
"6,42",120224,11,1,-94,-34,9393600,7600,
"6,43",121117,11,1,-94,-40,14047140,11365,
"6,44",121239,11,1,-94,-44,8961000,7250,
"6,45",121297,11,1,-94,-48,13363632,10812,
"6,46",120864,11,1,-94,-50,12168456,9846,
"6,47",120517,11,1,-94,-53,8881896,7186,
"6,48",120275,11,1,-94,-55,8823840,7140,
"6,49",120192,11,1,-94,-57,9852156,7971,
"6,50",120377,11,1,-94,-58,8093328,6548,
"6,51",120331,11,1,-94,-59,5856168,4738,
"6,52",119456,11,1,-94,-61,9473940,7665,
"6,53",118247,11,1,-94,-62,8101980,6555,
"6,54",92443,11,1,-94,-67,6838824,5534,
"6,55",64534,6,1,-94,-72,7466676,6041,
"6,56",64218,6,1,-94,-73,7721292,6247,
"6,57",56679,5,1,-94,-74,8114340,6565,
"6,58",62498,7,1,-94,-75,6019320,4870,
"6,59",61918,6,1,-94,-76,4711632,3812,
"6,60",44376,6,1,-94,-77,1624104,1314,
"6,61",46704,5,1,-94,-77,3840252,3107,
"6,62",28296,3,1,-94,-78,2823024,2284,
"6,63",27899,3,1,-94,-79,2448588,1983,
"6,64",27184,3,1,-94,-79,3871152,3132,
"6,65",36772,4,1,-94,-80,6652152,5382,
"6,66",41309,4,1,-94,-81,5477952,4432,
"6,67",42102,4,1,-94,-81,5683164,4599,
"6,68",40390,4,1,-94,-82,3737664,3024,
"6,69",0,0,0,0,0,0,0,
"6,70",0,0,0,0,0,0,0,
"6,71",0,0,0,0,0,0,0,
"6,72",0,0,0,0,0,0,0,
"6,73",0,0,0,0,0,0,0,
"6,74",0,0,0,0,0,0,0,
"7,1",0,0,0,0,0,0,0,
"7,2",0,0,0,0,0,0,0,
"7,3",0,0,0,0,0,0,0,
"7,4",0,0,0,0,0,0,0,
"7,5",0,0,0,0,0,0,0,
"7,6",0,0,0,0,0,0,0,
"7,7",0,0,0,0,0,0,0,
"7,8",0,0,0,0,0,0,0,
"7,9",0,0,0,0,0,0,0,
"7,10",0,0,0,0,0,0,0,
"7,11",0,0,0,0,0,0,0,
"7,12",0,0,0,0,0,0,0,
"7,13",0,0,0,0,0,0,0,
"7,14",0,0,0,0,0,0,0,
"7,15",0,0,0,0,0,0,0,
"7,16",0,0,0,0,0,0,0,
"7,17",6000,0,0,-94,-79,108,3,
"7,18",0,0,0,0,0,0,0,
"7,19",27199,3,1,-94,-77,1180416,956,
"7,20",25316,3,1,-94,-77,3073932,2487,
"7,21",40291,3,1,-94,-76,4895796,3961,
"7,22",54478,5,1,-94,-75,6961152,5632,
"7,23",55588,5,1,-94,-74,6359220,5145,
"7,24",56458,5,1,-94,-73,6691704,5414,
"7,25",66250,7,1,-94,-73,8322024,6734,
"7,26",74858,7,1,-94,-71,5937744,4804,
"7,27",115305,11,1,-94,-63,9386184,7594,
"7,28",119153,11,1,-94,-61,9816348,7943,
"7,29",120457,11,1,-94,-60,9241572,7477,
"7,30",120390,11,1,-94,-59,9850920,7970,
"7,31",120525,11,1,-94,-57,9603720,7770,
"7,32",120153,11,1,-94,-56,12479892,10097,
"7,33",120612,11,1,-94,-54,9795300,7925,
"7,34",120315,11,1,-94,-52,12571356,10171,
"7,35",121164,11,1,-94,-49,9928788,8033,
"7,36",121162,11,1,-94,-46,10251420,8295,
"7,37",121012,11,1,-94,-43,10168572,8227,
"7,38",120276,11,1,-94,-39,12006504,9714,
"7,39",120689,11,1,-94,-35,11521992,9322,
"7,40",120683,11,1,-94,-33,12303144,9954,
"7,41",120350,11,1,-94,-34,10404648,8418,
"7,42",120537,11,1,-94,-38,11559072,9352,
"7,43",120976,11,1,-94,-42,9970848,8068,
"7,44",120724,11,1,-94,-46,11394684,9219,
"7,45",121010,11,1,-94,-48,10530756,8521,
"7,46",120636,11,1,-94,-51,11021412,8917,
"7,47",119747,11,1,-94,-53,10604880,8580,
"7,48",119958,11,1,-94,-55,9319440,7540,
"7,49",120147,11,1,-94,-57,7388808,5978,
"7,50",119934,11,1,-94,-58,8843580,7155,
"7,51",120177,11,1,-94,-60,9252696,7486,
"7,52",120480,11,1,-94,-61,6105840,4940,
"7,53",117882,11,1,-94,-62,6848712,5542,
"7,54",84484,6,1,-94,-68,6805416,5506,
"7,55",62097,5,1,-94,-73,9676644,7829,
"7,56",66077,6,1,-94,-73,9232920,7470,
"7,57",67397,6,1,-94,-74,8172432,6612,
"7,58",64596,6,1,-94,-75,6047784,4894,
"7,59",62879,6,1,-94,-76,5587956,4521,
"7,60",52304,5,1,-94,-77,5261652,4257,
"7,61",55673,5,1,-94,-77,4538592,3672,
"7,62",27378,3,1,-94,-78,1933176,1566,
"7,63",39147,4,1,-94,-79,4867368,3938,
"7,64",41937,4,1,-94,-79,4956360,4010,
"7,65",40925,4,1,-94,-80,4531176,3666,
"7,66",40811,4,1,-94,-81,5627508,4553,
"7,67",39263,4,1,-94,-81,4421172,3577,
"7,68",38627,4,1,-94,-82,5120748,4143,
"7,69",0,0,0,0,0,0,0,
"7,70",0,0,0,0,0,0,0,
"7,71",0,0,0,0,0,0,0,
"7,72",0,0,0,0,0,0,0,
"7,73",0,0,0,0,0,0,0,
"7,74",0,0,0,0,0,0,0,
"8,1",0,0,0,0,0,0,0,
"8,2",0,0,0,0,0,0,0,
"8,3",0,0,0,0,0,0,0,
"8,4",0,0,0,0,0,0,0,
"8,5",0,0,0,0,0,0,0,
"8,6",0,0,0,0,0,0,0,
"8,7",0,0,0,0,0,0,0,
"8,8",0,0,0,0,0,0,0,
"8,9",0,0,0,0,0,0,0,
"8,10",0,0,0,0,0,0,0,
"8,11",0,0,0,0,0,0,0,
"8,12",23913,3,1,-94,-82,1814484,1469,
"8,13",29145,3,1,-94,-81,4662228,3773,
"8,14",38573,4,1,-94,-81,4756128,3848,
"8,15",41855,4,1,-94,-80,4667136,3776,
"8,16",40480,4,1,-94,-79,4866132,3937,
"8,17",29628,3,1,-94,-79,4036776,3266,
"8,18",27373,3,1,-94,-78,4092396,3311,
"8,19",27536,3,1,-94,-78,4004676,3241,
"8,20",38099,4,1,-94,-77,6309816,5106,
"8,21",40663,4,1,-94,-76,7301052,5907,
"8,22",55067,6,1,-94,-75,8261424,6684,
"8,23",62936,6,1,-94,-74,10109244,8179,
"8,24",56402,5,1,-94,-74,8854704,7164,
"8,25",62378,6,1,-94,-73,9999240,8090,
"8,26",63029,6,1,-94,-72,7741068,6263,
"8,27",112769,11,1,-94,-64,6270228,5073,
"8,28",119222,11,1,-94,-62,9969612,8067,
"8,29",120236,11,1,-94,-60,8722524,7059,
"8,30",120026,11,1,-94,-59,9705072,7852,
"8,31",120334,11,1,-94,-58,10000476,8091,
"8,32",119944,11,1,-94,-56,13573752,10982,
"8,33",120506,11,1,-94,-54,11145012,9017,
"8,34",120420,11,1,-94,-52,10671624,8634,
"8,35",120032,11,1,-94,-50,12640572,10227,
"8,36",120131,11,1,-94,-48,10276104,8314,
"8,37",119660,11,1,-94,-45,11724696,9486,
"8,38",120199,11,1,-94,-43,13204224,10684,
"8,39",120859,11,1,-94,-40,8928864,7224,
"8,40",121303,11,1,-94,-39,13883988,11233,
"8,41",121351,11,1,-94,-40,11493564,9299,
"8,42",121118,11,1,-94,-42,10433076,8441,
"8,43",121372,11,1,-94,-45,13570044,10979,
"8,44",121271,11,1,-94,-47,11212992,9072,
"8,45",121280,11,1,-94,-50,13174524,10659,
"8,46",119920,11,1,-94,-52,7822680,6330,
"8,47",119535,11,1,-94,-54,8396148,6793,
"8,48",120462,11,1,-94,-55,4368024,3534,
"8,49",120348,11,1,-94,-57,8923920,7220,
